"","cell_type","247","248","249","250","251","252","253","254","256","259","260","261","262","265","266","268","269","270","271","272","273","274","275","276","277","278","279","280","281","282","284","285","287","290","291","292","293","294","297","298","300","301","302","303","304","305","306","307","308","309","310","311","213","215","217","219","201","221","223","225","227","229","231","233","235","237","239","203","241","243","245","205","207","209","210","214","216","218","220","222","224","226","228","202","230","232","234","236","238","240","242","244","246","204","206","208"
"1","B cell",0.0490136777549892,0.092342319065506,0.0864002257886116,0.0325003280498733,0.0414242785434167,0.070751087763121,0.0616071246804907,0.0346837175218917,0.0681117697870048,0.0649607998826768,0.075552771335437,0.0745733003439754,0.106635324284018,0.0753946978745182,0.112706461237863,0.105623184904049,0.101196574464711,0.204233179629728,0.0568405027859566,0.0649123042714893,0.246220981024874,0.0875506300097256,0.0428491397761616,0.0542265088483475,0.0626725264250047,0.0527047469996801,0.059332328348229,0.046761313654001,0.0466734111891216,0.0535166011120349,0.0378387907080318,0.0311028909432534,0.0291790173928872,0.0392244481457499,0.0308296206780584,0.0283243121889957,0.0388634117709017,0.0428255447112661,0.0540024660141844,0.0591917009102524,0.0890173012865269,0.0732245196254531,0.0508154473510176,0.0500126015476052,0.0523119348906942,0.0521052254356833,0.0467145067339925,0.0529143542286404,0.0439456191458409,0.0387672463487898,0.0483572789317652,0.051501145436583,0.0451501235724214,0.0257132808368061,0.0477481131270272,0.0402593647302561,0.0636744803612796,0.0340158238577854,0.0321052247858386,0.0353055778486862,0.063214823665477,0.0369724572571952,0.0275574873585773,0.0817243485606852,0.0381379843525793,0.0227214303522095,0.0941903501589792,0.0282366151140805,0.0517449798423328,0.0355562341398637,0.0407220363313043,0.0269972074681,0.0408388337437209,0.0171798080740875,0.02765925257836,0.0252764457342722,0.0372374607261257,0.0248367685648225,0.0286269699373355,0.0219588976844292,0.0282764123296574,0.0261763043954517,0.0318962284944243,0.0305247954383688,0.0150145995412589,0.021635562573047,0.0269443027525993,0.048613013083471,0.0221065072160361,0.0502303859137859,0.0192424832370916,0.0251140950225733,0.040916536598245,0.0302142532735932,0.0279290850097525,0.0177766363129804
"2","Macrophage M1",0.0180801747148124,0.0461582463768672,0.0232283746722941,0.0363305123955852,0.0253338435253961,0.00807574644364453,0.0153307688452687,0.0684488170739773,0.0290064706476999,0.0254188401667095,0.0146377257109321,0.0388190164882662,0.00380600468841461,0.0687964699817891,0.0136897481666943,0.0469158293286921,0.0297821661664747,0.0501600942780718,0.0642728025417546,0.0390749072287203,0.0275400914351664,0.0741193220404958,0.0443946928608003,0.0693293028686442,0.00645189279860479,0.0292674492488135,0.0411197479618752,0.0418034877604737,0.00739393035053243,0,0.00265573347192961,0.0117668804325457,0.0180188132714572,0.0584758654987955,0.0176145191621731,0,0,0,0.00944117311954758,0.0117026026643376,0.014386821523867,0.0260083030080083,0,0,0.0163831010499144,0.0151787895416059,0.0122830966034953,0.00762885233978602,0.0038622067318177,0.000594302542283289,0.00151173417618829,0.0044962676475069,0.0306537856377114,0.0489816095850871,0.049766451120729,0.00652529416805238,0.053699855305016,0.0587613027910855,0.00229206735891258,0.0179646709205059,0.0117278103305733,0.0146575684317073,0.0131823890986369,0.032071660715049,0.00120177411666911,0.0161543379504462,0.049276788409796,0.0685973571814027,0.026458992939845,0.0109085178523183,0.0440657377157126,0.0253130968603589,0.0152311443236841,0.0186571042930904,0.0244463654282517,0.013535905927162,0.0255885917886803,0.00144435351174929,0,0,0.126009368638183,0,0.00421396189099074,0.0209347046935237,0.00110477428612067,0,0.00462074644457103,0.0046776104506196,0,0.0066392064133067,0.00258207386032626,0.00384692937014234,0.00943619616784595,0.0064916632715983,0.019441925858159,0.00414073592216246
"3","Macrophage M2",0.00489343212183413,0.0250166147998948,0.0143549071724391,0.0306316187936174,0.0250675250620294,0.0450347234987315,0.10831632887686,0,0.0257807606564712,0.0325901922579826,0.0382729702548288,0.0620556946626405,0.00359818785517141,0.0365499101974684,0.0612151263310001,0.00650294875938327,0.0535266270332467,0.029622216545481,0.0257571533551812,0.0066568447703482,0.0362748560049842,0.0206906162100588,0.000120371369969157,0.013376511121654,0.0128823033398484,0.056549911034798,0.0459408480453337,0.088003256764334,0.0426738166413153,0.0241769614365043,0.0477054819504592,0.0440105041648711,0.016129845613755,0.054326081092573,0.0284068869813877,0.0224326004990418,0.0322685863334567,0.0323612251808923,0.0266184314434674,0.035563458898333,0.0390421101511049,0.0235341754701959,0.050330284505768,0.0284305567216358,0.0269984401889605,0.0317739977982215,0.0304617316344864,0.0524643733541135,0.0358783904658225,0.0594751974686038,0.0314327380573365,0.0771746511101187,0.00167026793357084,0.00336451687076024,0.0250839436054054,0.0325136946623376,0.0151138401530349,0.0126669486603261,0.0163945536559074,0.044884808250547,0.016546447310974,0.00467989939292054,0.0161916456938893,0.0120118589282822,0.0165506085693492,0.0445770658104236,0.00622517958426794,0.00654028613095002,0.0317997796347071,0.0364810197105173,0.0431315522839066,0.03023843469288,0.0242352428031001,0.0034538122751979,0.0143189189698944,0.00888477139624391,0.0401914498243941,0.0289202670378065,0.0115431016770084,0.0236948805689322,0.0344596673856731,0.0186618746995039,0.032289924855565,0.0303019212933506,0.00665457670753214,0.0331529564376323,0.03076159882838,0.0191917331679125,0.0185027797767783,0.0189544027640809,0.0492892884514905,0.0314187913230276,0.0322424585124107,0.0473474501152011,0.023502591236816,0.0205458049282697
"4","Monocyte",0,0,0,0,0,0,0,0,0,0,0,0,0.0339709232236836,0.00216976201851996,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012553370818049,0,0.139166509776885,0.00788792044816425,0,0.0035024622385937,0,0,0,0.0370053565578301,0.130044160436948,0.0317314402305344,0.018632023265349,0.115474682267433,0.0116871954853315,0,0.0240323162193525,0.00508575908046668,0,0,0,0,0,0,0,0.0198950771802893,0,0,0,0,0,0,0,0.00246200992266747,0,0.0144135428509538,0,0,0,0,0,0,0,0,0,0.00039255644351373,0.0219938633323287,0,0.0367530848609244,0,0,0.0741792957321694,0,0,0,0,0,0.0273003104360389,0,0,0.086554970039993,0,0.0418765490947835,0,0,0.0210030159584939,0,0,0
"5","Neutrophil",0.0294572698990948,0.0406474267754734,0.0159273278231974,0.0530271925248307,0.0591569252454635,0.0362908892652822,0.0432028748123321,0.0130334408049,0.0222595226446327,0.084661375941906,0.0294081450569466,0.0159726046649725,0,0.105391645595039,0.0395805797390547,0.0389902508651105,0.0204805368026737,0.0363056814527788,0.0447513805404602,0.0538869746368886,0.0984046212064997,0.0285178499640496,0.109742855558361,0.0444774900472719,0,0.0696547395735658,0.0552891209957693,0.0812956744567213,0.164149833465918,0.215297144311532,0.186220069803544,0.304837297557682,0.00395995517776804,0.285308160258486,0.159876689757996,0.419872703119777,0.154896069277763,0.0136389607669957,0.0977169805531563,0.109568591676384,0.0352242802502143,0.116507670951077,0.180618557370084,0.145398240496225,0.123778528357094,0.141301215158629,0.180729836751678,0.146302497143831,0.22643236930207,0.0943050857818399,0.123953269712652,0.249621132811964,0.0227912526935974,0.00848496453813568,0.0335348376948609,0.0285591306017626,0.0230339333459921,0.0133426086660616,0.0351880518255002,0.0324280704530256,0.024009308010137,0.0479366356166907,0.0430038000329693,0.0254577553790773,0.0783186951694102,0.0332249261390519,0.0379668687921427,0.0444104808828969,0.0330577450563256,0.0475621945287554,0.0305939285446459,0.0324896321398739,0.0916215764443238,0.02264971961252,0.064964153610625,0.0429354184322476,0.121687716910271,0.152104127141477,0.0370228614663832,0.252653041433221,0.12509492036502,0.331133447300858,0.109538601350659,0.211547754108917,0.0391676335170611,0.224493281180118,0.22971686534352,0.107330903472869,0.308010800613313,0.0676611633647905,0.23578671423269,0.145661403218377,0.107106562161317,0.12701932058226,0.0635804738586181,0.108561676775355
"6","NK cell",0.0613314908237877,0.0380122965192555,0.0445033771458899,0.0264825910092721,0.0386217938296487,0.0548098865435211,0.0379389309560629,0.0268342110791841,0.0443144912691978,0.0335383331814407,0.0418530016228578,0.0375247378432444,0.0615423716021101,0.0548165661092298,0.036423385628286,0.0334258001288168,0.0531770638377423,0.0447473159973465,0.0314840512044882,0.0174551780525018,0.0528390528351869,0.0408740185491251,0.0311955609715846,0.0304836636105615,0.0607757046930611,0.0298107853690806,0.0275489967527673,0.036748894254554,0.0483456106314036,0.0551639580184038,0.0285665926263618,0.0244581253661204,0.0271268724940434,0.0331730212546398,0.0375622225052888,0.0215441406634324,0.069752486410929,0.0551654548810022,0.0577790760970978,0.0335419213060146,0.0683600900151711,0.0530425847374029,0.0512130544695648,0.0671616543331788,0.0639146288393931,0.0412298167964422,0.0326808755677938,0.0343985000261304,0.0259974119611909,0.0384129967173798,0.0607209209923469,0.040079576062179,0.0445967682363108,0.0211077663426831,0.0328267347675806,0.0278498261215736,0.0219385891891648,0.0166681082801038,0.0193293669568089,0.0489150906674712,0.0434987788233598,0.0455598240093614,0.0447867719881176,0.0392363154515451,0.0235030437293281,0.034087974243057,0.0721744112105025,0.0252019954385638,0.0326114303908545,0.0421968904186168,0.035905068068197,0.0168699379707755,0.0334728875113673,0.0158275953715944,0.0198666389287084,0.0222464004639922,0.0340690846762409,0.0200851889791592,0.0419376491772858,0.0191266387690663,0.0232422676562176,0.0219109838602644,0.0430801420576149,0.0331798996752687,0.0261150410516076,0.0218440409365978,0.028062368379331,0.0516327394710379,0.0160192561757043,0.0523584163102457,0.0231122686594407,0.034096459424128,0.0570480150451667,0.0349432078012321,0.0197089603107341,0.0237525984979793
"7","T cell CD4+ (non-regulatory)",0,0,0,0,0,0,0,0,0,0,0.00264707313863985,0,0,0,0,0,0,0,0,0,0.0830638262275046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000712366155415196,0,0.0131914712866615,0,0,0,0,0,0,0,0,0,0.0228617346956481,0,0,0.00933713849809069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8","T cell CD8+",0,0.0166509791127791,0,0,0.00893803971848945,0.00708204089212335,0,0,0,0.00730765041669713,0.0101817447934996,0,0,0.0583797319289631,0,0.00285021531295647,0.0150034247429663,0.0355477244163282,0,0,0.0383764141833229,0.00810703886666255,0,0.0234591393407104,0,0.00312636071351383,0,0,0,0,0,0,0,0,0,0,0,0,0.00740106334471601,0,0,0.00334971382429222,0,0,0,0.00479457792375648,0,0,0,0,0,0,0,0.00220481923171641,0.0304063849841742,0.00038174008127345,0.00573203895630576,0,0,0,0.013276198899362,0.0109214858484288,0,0.0059930961960616,0,0.00415667998427091,0.0170586994785143,0.000249835539640508,0.00348576686185274,0,0,0.000872738160635174,0.003234358602764,0.00438793368663775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9","T cell regulatory (Tregs)",0.0102857754836545,0.0489000346261031,0.0314200436324175,0.0417549862867881,0.053669471504566,0.0638828192518546,0.0250455818913077,0.0289428842396591,0.0338831527201264,0.0639107525696195,0.0622009911754771,0.0274365887790555,0.0266741131471532,0.109292692258133,0.0201711881813717,0.041857316005022,0.079161976884609,0.102830611190599,0.0453528198322575,0.0144557154580337,0.101843768326432,0.0510615551135091,0.0388455661652088,0.0379623215291978,0.0208596678036777,0.0515325950444739,0.0387280499997297,0.0451547654961243,0.0302376523132144,0.0284431273459388,0.0393305823998574,0.0392579810626413,0.0299683412340733,0.0358034088217947,0.021741267007549,0.0187767574847364,0.0168525201621729,0.0232314920897346,0.0377155077256883,0.0284480748789706,0.0530041137355582,0.036857011036843,0.0245855343368711,0.0206062940284166,0.0170960257390924,0.0315946477415854,0.0277965152790899,0.0451757555786378,0.0286880823163398,0.0313470123900283,0.0150396472450859,0.0478523225912668,0.0182354274535274,0.0208595070222585,0.0877354204174683,0.0243969609958779,0.0410101341803272,0.0137753586686666,0.0116134524577189,0.0276555165862109,0.0525702356516864,0.0428146989920705,0.0229432894070083,0.0297823391280837,0.00936861940843058,0.0107766217066592,0.0489531436616032,0.0226288356367034,0.0358003500529954,0.0197915649435151,0.0265416414304978,0.018852493175396,0.0403656409572724,0.0203869774748357,0.0195713066207204,0.0147405092750036,0.0229122341840374,0.0253200337090999,0.0177858608201288,0.0231123769806024,0.0420089482972568,0.0138720277013137,0.0218839462007502,0.0165537363465385,0.00862445459023859,0.0173353674550556,0.016709182676302,0.0205339396149646,0.0143064003736037,0.023808471444592,0.0259417334531382,0.0220084651074228,0.0131818793322286,0.0255628537411119,0.0185081863603415,0.0139844759469308
"10","Myeloid dendritic cell",0.0607636890862731,0.023014657939338,0.0185959006743467,0.0183789074443893,0.0195227546940697,0.0136528289971949,0.0183486300085203,0.00378778730856726,0.0264645831326658,0.0148277604245408,0.0290266836211764,0.0118930154552872,0.0121780693893611,0.0277336372001355,0.0347364754822121,0.0131550452216592,0.0249446691394105,0.0403781613640423,0.0043114593286683,0.0368212373977473,0.0477137776111814,0.0339514509319522,0.0473136372996246,0.0226877477309009,0.0503390418747541,0.0225069753039663,0.0148339310856025,0.00231927243031986,0.0142970650851703,0,0.00570214005062417,0,0.013701017562694,0,0.0071328527904415,0,0.00617750665548491,0,0.0255444855084777,0.00875919010592273,0,0.0324494291648164,0.0216605007823572,0.0200375713789995,0.0483146222432193,0.038634422454948,0.0166868044862895,0.0200120212649182,0.00891061279363164,0.0185203015055816,0.0494103845987932,0.0224288127112282,0.00135712125221595,0.0100993604637506,0.0174842433691665,0.01567410135004,0.0187285385788111,0,0.00399758250096092,0.0095959996972471,0.0278151420014931,0.0328345407145522,0,0.0521523023133446,0.00508588661181664,0,0.0319570570581474,0.00744569446182636,0.00811555534487956,0.0278470948121889,0,0.00884239462823253,0.0161702653148613,0,0.0151331009973144,0,0.00815269283547057,0.00674411523366143,0,0,0,0,0.0182378625406176,0,0.00539701079475249,0,0.0074864785268955,0,0,0.0186461736954553,0,0.0106319233880244,0.0129291002468725,0.0164561740762173,0.0138860778220218,0.00712851027130229
"11","uncharacterized cell",0.766174490115554,0.669257424784783,0.765569843090804,0.760893863495644,0.72826536787692,0.700419977344527,0.690209759929157,0.82426914197182,0.750179249142201,0.672784295158427,0.696218893290205,0.731725041762558,0.751595005810088,0.461474886836204,0.681477035233518,0.710679409474311,0.622726960928165,0.456175015125624,0.727229830411234,0.766736838184271,0.267722611144847,0.655127518314421,0.685538175998289,0.703997314902712,0.786018863065049,0.684846436712108,0.717206976810693,0.645359964365423,0.646228680323324,0.484235697998701,0.644092688541028,0.544566320472886,0.858413675014728,0.493689014927961,0.696835941117105,0.489049486044017,0.644184062831462,0.702733161933161,0.65204937596313,0.694592436294436,0.585490600770124,0.62333939669658,0.620776621184337,0.644320765274587,0.646116959611166,0.643387307149128,0.652646632943175,0.641103646063943,0.626285307283287,0.718577857245494,0.669574026285832,0.506846091629153,0.815650176040356,0.858471808953387,0.675413870913588,0.810648416002165,0.757068589930069,0.850769849075971,0.879079700458352,0.783250265576306,0.74487924538427,0.763622889737073,0.817921073569847,0.721570323327871,0.827833388042417,0.811439229118234,0.642197501646047,0.796688899613936,0.767588261378117,0.779656483594225,0.779040035625736,0.839524064903748,0.734437493855392,0.875463185879708,0.814040262866126,0.835627463910154,0.71016076905478,0.740545145822225,0.788904261189689,0.659454164563749,0.620908415327991,0.588245362042609,0.738859332609379,0.656957188444033,0.87062159907539,0.681538791417549,0.655698457048401,0.661465090699132,0.621054255844565,0.71982523099896,0.644045438105822,0.727221933146304,0.70613623597742,0.711965077138786,0.813442699543557,0.80410956134502
